title,category,url,days_old
"My eating disorder made me good at lying, says Victoria Beckham",health,https://www.bbc.com/news/articles/crrj4v9wre8o?at_medium=RSS&at_campaign=rss,6
"Deepfake 'nudify' site fined £55,000 over lack of age checks",tech,https://www.bbc.com/news/articles/c0qpq5q9712o?at_medium=RSS&at_campaign=rss,1
Volkswagen dumps jailed Audi CEO,business,http://money.cnn.com/2018/10/02/news/volkswagen-audi-rupert-stadler/index.html?section=money_topstories,5
How Fraudsters Use Cryptocurrency A.T.M.s to Target Victims,tech,https://www.nytimes.com/2025/11/17/technology/fraudsters-cryptocurrency-atms.html,6
"NHS needs better plan around weight loss jabs, warn experts",health,https://www.bbc.com/news/articles/c5y03p4xlx8o?at_medium=RSS&at_campaign=rss,2
Channel Tunnel says UK investment 'non-viable' as it halts projects,politics,https://www.bbc.com/news/articles/cx2n215nqvyo?at_medium=RSS&at_campaign=rss,1
Some migrants to face 20 year wait for settled status,politics,https://www.bbc.com/news/articles/c3w9wlney23o?at_medium=RSS&at_campaign=rss,3
Uneasiness Over A.I. Spending Looms Over Markets,business,https://www.nytimes.com/2025/11/20/business/stocks-ai-global.html,0
Activists Are Using ‘Fortnite’ to Fight Back Against ICE,tech,https://www.wired.com/story/activists-are-using-fortnite-to-fight-back-against-ice/,4
Got a Pixel 10? Google’s Android Phone Can Now Share Files With Apple’s AirDrop,tech,https://www.wired.com/story/pixel-10-can-now-share-files-with-apples-airdrop/,5
Will quantum be bigger than AI?,business,https://www.bbc.com/news/articles/c04gvx7egw5o?at_medium=RSS&at_campaign=rss,7
Sean Duffy Asks Travelers to ‘Bring Civility Back’ to Airports in New PSA,business,https://www.nytimes.com/2025/11/21/travel/sean-duffy-airlines-manners-video.html,3
Tell Us How You Watch TV and Movies,business,https://www.nytimes.com/2025/11/21/business/media/movie-tv-habits.html,0
How is Britain's immigration system actually changing?,politics,https://news.sky.com/story/britains-immigration-system-changes-explained-amid-biggest-shake-up-in-50-years-13473393,4
The start-up creating science kits for young Africans,business,https://www.bbc.com/news/articles/c201zx3yyx1o?at_medium=RSS&at_campaign=rss,2
'I didn't tell anyone about my medical cannabis prescription',health,https://www.bbc.com/news/videos/cvg43vdk37no?at_medium=RSS&at_campaign=rss,4
Unprecedented plan for asylum system sees government walk tightrope,politics,https://www.bbc.com/news/articles/c3vngkp1ykko?at_medium=RSS&at_campaign=rss,5
Roblox Rolls Out Face Scans for Age Verification: What to Know,business,https://www.nytimes.com/2025/11/21/business/roblox-age-verification.html,4
Microsoft unveils new Surface devices,business,http://money.cnn.com/2018/10/02/technology/microsoft-surface-computers/index.html?section=money_topstories,5
6 Best Phones With Headphone Jacks (2025): Tested and Reviewed,tech,https://www.wired.com/gallery/best-headphone-jack-phones/,1
"Daily Mail Owner Agrees to Buy The Telegraph, Consolidating Right-Leaning Media in Britain",business,https://www.nytimes.com/2025/11/22/business/dealbook/telegraph-daily-mail.html,7
"Covid-19 boosters could keep thousands of kids out of hospitals, but uptake remains low",health,https://www.cnn.com/2022/11/15/health/covid-booster-child-hospitalization/index.html,4
Gin maker fears further tax increase in Budget,business,https://www.bbc.com/news/articles/cn817gl7q90o?at_medium=RSS&at_campaign=rss,7
Households face unexpected rise in energy prices in new year,business,https://www.bbc.com/news/articles/c2lplg7d9ewo?at_medium=RSS&at_campaign=rss,3
Priyanka Chopra is helping Bumble expand in India,business,http://money.cnn.com/2018/10/03/technology/bumble-india-priyanka-chopra/index.html?section=money_topstories,7
Burnham refuses to rule out challenging Starmer for leadership,politics,https://www.bbc.com/news/articles/cj9797pvmk7o?at_medium=RSS&at_campaign=rss,2
Jeff Bezos Creates A.I. Start-Up Where He Will Be Co-Chief Executive,tech,https://www.nytimes.com/2025/11/17/technology/bezos-project-prometheus.html,3
"After Shutdown, Labor Department Says Some Data is Gone for Good",business,https://www.nytimes.com/2025/11/19/business/economy/labor-department-economy-data-october.html,5
"Almost one million young people still not in work or education, figures show",business,https://www.bbc.com/news/articles/c62920440m2o?at_medium=RSS&at_campaign=rss,7
How Trump and Nvidia’s C.E.O. Became Partners on the International Stage,tech,https://www.nytimes.com/2025/11/19/technology/trump-nvidia-jensen-huang.html,7
"In the A.I. Race, Chinese Talent Still Drives American Research",tech,https://www.nytimes.com/2025/11/19/technology/ai-research-chinese-talent.html,3
The real fallout after the ousting of Labour from a super safe seat in Wales,politics,https://www.bbc.com/news/articles/c751yd96y5ko?at_medium=RSS&at_campaign=rss,4
Ex mayor Joe Anderson denies bribery and misconduct,politics,https://www.bbc.com/news/articles/c79xw8wpyyyo?at_medium=RSS&at_campaign=rss,1
Government borrowing for October higher than expected,politics,https://www.bbc.com/news/articles/c20508068jno?at_medium=RSS&at_campaign=rss,3
Who is Starmer's chief of staff Morgan McSweeney?,politics,https://www.bbc.com/news/articles/cy0l9z7qv0lo?at_medium=RSS&at_campaign=rss,7
From florist to drone maker: How the weapon became so mainstream,business,https://www.bbc.com/news/articles/c4g3ydv2ygro?at_medium=RSS&at_campaign=rss,3
Magnesium: Can this 'miracle mineral' really help us sleep?,health,https://www.bbc.com/news/articles/czxn1qxrr32o?at_medium=RSS&at_campaign=rss,1
NHS tracker - are hospital waiting times improving near you?,health,https://www.bbc.com/news/articles/cq53qx2vg6jo?at_medium=RSS&at_campaign=rss,0
How the outsourcing sector became South Africa's newest goldmine,business,https://www.bbc.com/news/articles/cq50ze3ee7po?at_medium=RSS&at_campaign=rss,2
British hacker must repay £4m after hijacking celebrity Twitter accounts,tech,https://www.bbc.com/news/articles/c709ppwpw1wo?at_medium=RSS&at_campaign=rss,5
Posha vs. Thermomix: Kitchen Robots Face Off on Thanksgiving Sides,tech,https://www.wired.com/story/i-tasked-rival-robots-with-cooking-my-thanksgiving-dinner/,2
Our third date was at a fertility clinic - finding love with endometriosis,health,https://www.bbc.com/news/videos/c20176g79w5o?at_medium=RSS&at_campaign=rss,5
Starmer labels Farage 'spineless' over handling of racism claims,politics,https://www.bbc.com/news/articles/cvgkgyr4515o?at_medium=RSS&at_campaign=rss,0
"Representative Jeff Van Drew’s Aide Faked Anti-Trump Slashing Attack, U.S. Says",politics,https://www.nytimes.com/2025/11/21/nyregion/congressional-aide-new-jersey-hoax.html,1
Lack of online age verification sparks concern,tech,https://www.bbc.com/news/articles/ce9d900zd58o?at_medium=RSS&at_campaign=rss,6
"Shoppers, Tell Us About Customs Duties on Items Bought From Overseas",business,https://www.nytimes.com/2025/11/21/business/shopping-customs-costs-overseas.html,1
Tech giant seeking $1.7bn from Mike Lynch's estate after yacht death,tech,https://www.bbc.com/news/articles/cz7p4gynxlzo?at_medium=RSS&at_campaign=rss,0
Racing yacht just keeps on giving in extraordinary ways,sports,https://www.cnn.com/2023/01/10/sport/maiden-sailing-tracy-edwards-spt-intl/index.html,4
California Has a Legal Clause for Housing That Could Put NIMBYs in a Corner,business,https://www.nytimes.com/2025/11/20/business/economy/california-housing-nimby.html,0
"Being a mum is harder than being deputy first minister, says Kate Forbes",politics,https://www.bbc.com/news/articles/c620281p8pko?at_medium=RSS&at_campaign=rss,1
US jobs saw surprising jump in September after slow summer,business,https://www.bbc.com/news/articles/cvg423n377lo?at_medium=RSS&at_campaign=rss,2
The teenage caffeine pouch trend troubling US experts,health,https://www.bbc.com/news/articles/cy8k8xgry98o?at_medium=RSS&at_campaign=rss,7
Atlético Madrid forward João Félix joins Chelsea on loan until end of season,sports,https://www.cnn.com/2023/01/11/football/joao-felix-atletico-madrid-chelsea-spt-intl/index.html,1
'I have a sweating problem': What Alan Carr's Traitors admission tells us about how social taboos changed,health,https://www.bbc.com/news/articles/cwy51pgql7eo?at_medium=RSS&at_campaign=rss,3
The junior doctors' strikes may be over. But is trouble ahead?,health,https://www.bbc.com/news/articles/c19kdyyxzr3o?at_medium=RSS&at_campaign=rss,3
"For Marjorie Taylor Greene, a Rough Education in MAGA Politics",politics,https://www.nytimes.com/2025/11/22/us/politics/marjorie-taylor-greene.html,2
"Budget must focus on housing, says shelter resident",business,https://www.bbc.com/news/articles/c3eplqwzj52o?at_medium=RSS&at_campaign=rss,1
What is the UK Covid inquiry and how does it work?,health,https://www.bbc.com/news/articles/cdr3kx6xmp5o?at_medium=RSS&at_campaign=rss,4
'My first cervical screening was over before I knew it',health,https://www.bbc.com/news/articles/cd0jkk3nnrlo?at_medium=RSS&at_campaign=rss,5
Trump yet to speak to Starmer over BBC row,politics,https://www.bbc.com/news/articles/crl9rn9d63xo?at_medium=RSS&at_campaign=rss,1
UFC president Dana White does not expect punishment for domestic violence incident,sports,https://www.cnn.com/2023/01/12/sport/dana-white-ufc-domestic-violence-spt-intl/index.html,0
Generation K: The disturbing rise of ketamine abuse among young people,health,https://www.bbc.com/news/articles/c5y0g2gnjrqo?at_medium=RSS&at_campaign=rss,3
"Superman Comic Sets Auction Record, Selling for $9.12 Million",business,https://www.nytimes.com/2025/11/20/arts/superman-comic-auction.html,0
It's getting a lot harder for global brands to win in China,business,http://money.cnn.com/2018/09/25/news/companies/brands-china-consumer/index.html?section=money_topstories,6
"17 Best French Presses (2025): Plastic, Glass, Stainless Steel, Travel",tech,https://www.wired.com/gallery/best-french-press-for-morning-brew/,2
Pranksters Recreated a Working Version of Jeffrey Epstein’s Gmail Inbox,tech,https://www.wired.com/story/pranksters-recreated-a-working-version-of-jeffrey-epstein-gmail-inbox/,4
Delayed action before 2020 Christmas lockdown 'inexcusable',health,https://www.bbc.com/news/articles/cn090n0gq02o?at_medium=RSS&at_campaign=rss,1
Australian Open draw: Rafael Nadal begins title defense with tough test in opening round,sports,https://www.cnn.com/2023/01/12/tennis/australian-open-draw-nadal-djokovic-swiatek-spt-intl/index.html,5
Second MP quits new left-wing Your Party group,politics,https://www.bbc.com/news/articles/cdd57e924meo?at_medium=RSS&at_campaign=rss,7
U.S. Manufacturers to Benefit as GE Appliances Shifts Production,business,https://www.nytimes.com/2025/11/20/business/ge-appliances-us-production.html,6
Trans people could be barred from services based on appearance,politics,https://www.bbc.com/news/articles/cy0y07959djo?at_medium=RSS&at_campaign=rss,0
EV grant scheme boost worth £1.3bn expected in Budget,politics,https://www.bbc.com/news/articles/c39pk873wlwo?at_medium=RSS&at_campaign=rss,4
"At 21, I was crushed by a stranger's joke about going bald. Then the way I looked at myself changed",health,https://www.bbc.com/news/articles/c993ygv9g25o?at_medium=RSS&at_campaign=rss,2
"Holiday Hiring Slows, Frustrating Job Seekers",business,https://www.nytimes.com/2025/11/20/business/retailers-scale-back-holiday-hiring.html,5
The doctor strike has ended - what comes next?,health,https://www.bbc.com/news/articles/c4glxxxj3e0o?at_medium=RSS&at_campaign=rss,3
Your guide to finding the right Theragun massage gun for you,health,https://www.cnn.com/2020/08/28/cnn-underscored/theragun-review/index.html,4
NHS hours from PPE running out in Covid - Hancock,health,https://www.bbc.com/news/articles/ce89k5j27z1o?at_medium=RSS&at_campaign=rss,3
"The Fed, Crypto and A.I. Weigh on the Markets",business,https://www.nytimes.com/2025/11/21/business/dealbook/stocks-crypto-fed-market-turmoil.html,3
Pharmacist suspended after BBC Botox sting,health,https://www.bbc.com/news/articles/cz6n2vwdq8go?at_medium=RSS&at_campaign=rss,5
What's in the Covid inquiry report... in 68 seconds,health,https://www.bbc.com/news/videos/cx2p271kwego?at_medium=RSS&at_campaign=rss,1
'HMRC stopped my child benefit after going on holiday',politics,https://www.bbc.com/news/articles/cge5nl4qxdno?at_medium=RSS&at_campaign=rss,3
Pelé's final hurrah at New York Cosmos helped spark 'sporting revolution',sports,https://www.cnn.com/2022/12/31/football/pele-new-york-cosmos-north-america-revolution-spt-intl/index.html,7
Starmer and Zelensky discuss US peace plan for Ukraine,politics,https://www.bbc.com/news/articles/cp9kry2vvrro?at_medium=RSS&at_campaign=rss,4
Frida Kahlo self-portrait sells for record-breaking $55m,business,https://www.bbc.com/news/articles/cdege1867lno?at_medium=RSS&at_campaign=rss,0
Senate Democrats Investigate Kennedy Center Deals With Trump Allies,business,https://www.nytimes.com/2025/11/20/us/politics/democrats-kennedy-center-investigate.html,5
Three bits of good news about inflation drop,business,https://www.bbc.com/news/videos/cp97d9g29e8o?at_medium=RSS&at_campaign=rss,0
"Reeves lays ground for painful Budget, but will it be worth it?",politics,https://www.bbc.com/news/articles/c4g35z4ylkjo?at_medium=RSS&at_campaign=rss,0
"These robots can clean, exercise - and care for you in old age. Would you trust them to?",business,https://www.bbc.com/news/articles/c9wdzyyglq5o?at_medium=RSS&at_campaign=rss,1
Nathan Gill was about to board a flight to Russia when accepting bribes finally caught up with him,politics,https://news.sky.com/story/from-xmas-gifts-to-piles-of-cash-how-ex-reform-mep-was-caught-doing-russias-bidding-13473671,1
Roblox blocks children from chatting to adult strangers,tech,https://www.bbc.com/news/articles/c2lp5pn9e1qo?at_medium=RSS&at_campaign=rss,3
Toothbrush packs to be given to 'most vulnerable',business,https://www.bbc.com/news/articles/cr5zn2v3q8yo?at_medium=RSS&at_campaign=rss,4
You can now book online to see your GP. But is it any easier to get an appointment?,health,https://www.bbc.com/news/articles/c8x19k50dlpo?at_medium=RSS&at_campaign=rss,4
"As Democrats Look to a New Generation, John Larson Hangs On",politics,https://www.nytimes.com/2025/11/22/us/politics/john-larson-connecticut-congress-election.html,6
"How does the disposable vape ban work, and how harmful is vaping?",health,https://www.bbc.com/news/articles/czxyny0w7wdo?at_medium=RSS&at_campaign=rss,4
Nvidia shares rise after strong results ease 'AI bubble' concerns,tech,https://www.bbc.com/news/articles/cly4y2enywro?at_medium=RSS&at_campaign=rss,5
BMA rejects fresh offer to end doctor strikes,health,https://www.bbc.com/news/articles/cdrze1rzejlo?at_medium=RSS&at_campaign=rss,4
All eyes on Congress as vote on Kavanaugh draws near,business,http://money.cnn.com/2018/10/04/media/reliable-sources-10-03-18/index.html?section=money_topstories,1
Rail fares to be frozen in England next year,politics,https://www.bbc.com/news/articles/cwygx71g3n7o?at_medium=RSS&at_campaign=rss,4
A Tap-to-Pay Society Is Leaving These New Yorkers Behind,business,https://www.nytimes.com/2025/11/21/nyregion/cashless-economy.html,5
Marjorie Taylor Greene’s Exit Deals a Blow to Republicans’ Majority in Congress,politics,https://www.nytimes.com/2025/11/22/us/politics/marjorie-taylor-greene-republicans.html,1
Why do Channel migrants want to come to the UK?,politics,https://www.bbc.com/news/articles/cy9xyn30yj0o?at_medium=RSS&at_campaign=rss,4
"Paying failed asylum seekers to leave is value for money, says Mahmood",politics,https://www.bbc.com/news/articles/cj41r4l0v9jo?at_medium=RSS&at_campaign=rss,1
Trump Elevates Once-Fringe Meme Makers to the Mainstream,tech,https://www.nytimes.com/2025/11/20/technology/trump-ai-memes.html,6
"Gear News of the Week: Matter 1.5 Adds Smart Home Camera Support, and Gemini Comes to Android Auto",tech,https://www.wired.com/story/gear-news-of-the-week-matter-15-adds-smart-home-camera-support-and-gemini-comes-to-android-auto/,3
US Border Patrol Is Spying on Millions of American Drivers,tech,https://www.wired.com/story/security-news-this-week-us-border-patrol-is-spying-on-millions-of-american-drivers/,7
Europe Begins Rethinking Its Crackdown on Big Tech,tech,https://www.nytimes.com/2025/11/17/technology/europe-big-tech.html,0
"Yann LeCun, a Pioneering A.I. Scientist, Leaves Meta",tech,https://www.nytimes.com/2025/11/19/technology/yann-lecun-ai-scientist-meta.html,3
"Major League Baseball signs deals with Netflix, ESPN and NBCUniversal",tech,https://www.bbc.com/news/articles/c4gjg38zyd8o?at_medium=RSS&at_campaign=rss,5
Australia pulls out of Afghanistan cricket series over Taliban's restrictions on women,sports,https://www.cnn.com/2023/01/12/sport/australia-afghanistan-cricket-taliban-intl-hnk-spt/index.html,4
Wellbeing support for terminally-ill islanders,health,https://www.bbc.com/news/articles/cvgkxj52km4o?at_medium=RSS&at_campaign=rss,4
"Nurses penalised for trans complaint, says lawyer",health,https://www.bbc.com/news/articles/cly4wnkvy9jo?at_medium=RSS&at_campaign=rss,3
"US gets D+ grade for rising preterm birth rates, new report finds",health,https://www.cnn.com/2022/11/15/health/preterm-birth-rate-march-of-dimes-who/index.html,7
"What a medication abortion is like, according to a doctor",health,https://www.cnn.com/2023/01/06/health/medication-abortion-process-wellness/index.html,3
"Sir Keir Starmer preparing for trip to China in the new year, Sky News understands",politics,https://news.sky.com/story/sir-keir-starmer-planning-trip-to-china-in-the-new-year-sky-news-understands-13473082,6
"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace",tech,https://www.nytimes.com/2025/11/20/technology/national-laboratories-ai-supercomputers.html,0
"The 44 Best Movies on Netflix, WIRED’s Picks (December 2025)",tech,https://www.wired.com/story/netflix-best-movies-this-week/,1
Trump's state visit is mired with potential pitfalls despite careful planning,business,https://www.bbc.com/news/articles/c4gw25w9841o?at_medium=RSS&at_campaign=rss,2
Apple’s Most Overlooked App Just Got a Lot Better,tech,https://www.wired.com/story/apple-shortcuts-just-got-a-lot-better/,3
Logitech Promo Code: $25 Off This Holiday Season,tech,https://www.wired.com/story/logitech-promo-code/,2
Google’s Gemini 3 Is Here: A Special Early Look,tech,https://www.nytimes.com/2025/11/18/podcasts/hardfork-gemini-3.html,0
US and Asia stocks slide as AI jitters persist,business,https://www.bbc.com/news/articles/cwy1yl1202yo?at_medium=RSS&at_campaign=rss,1
"Cryptology Group Held an Election, but Can’t Decrypt the Results",tech,https://www.nytimes.com/2025/11/21/world/cryptography-group-lost-election-results.html,0
"‘Fascist’? ‘Communist’? For an Afternoon, Trump and Mamdani Were Just 2 Guys From Queens.",politics,https://www.nytimes.com/2025/11/21/us/politics/trump-mamdani-scene.html,3
"Netflix, Comcast and Paramount Submit Warner Bros. Discovery Bids",business,https://www.nytimes.com/2025/11/20/business/media/warner-discovery-bids-paramount-netflix-comcast.html,6
Europe’s Chip Dreams Confront Business Realities,tech,https://www.nytimes.com/2025/11/19/technology/europe-tsmc-chips.html,1
Saudi Arabia Backs Elon Musk’s xAI With Data Center Deal,tech,https://www.nytimes.com/2025/11/19/technology/saudi-arabia-elon-musk-xai.html,7
Pauline Quirke's family on her dementia: 'She's still funny and recognises us',health,https://www.bbc.com/news/articles/cy9pz4ry3d9o?at_medium=RSS&at_campaign=rss,1
"Graduate jobs under threat from AI, PwC boss says",tech,https://www.bbc.com/news/articles/cm272510e6jo?at_medium=RSS&at_campaign=rss,1
This report will be the last one until mid-December.,business,https://www.nytimes.com/live/2025/business/jobs-report-economy/this-report-will-be-the-last-one-until-mid-december,3
"Ward Landrigan, Jeweler to the Stars, Dies at 84",business,https://www.nytimes.com/2025/11/20/fashion/ward-landrigan-dead.html,7
Baby Shark: How a 90-second clip created a $400m business,tech,https://www.bbc.com/news/articles/cn8xzgw623go?at_medium=RSS&at_campaign=rss,5
The 'toughest crop': Can tech help cardamom farmers?,business,https://www.bbc.com/news/articles/cn0g2xxnrj3o?at_medium=RSS&at_campaign=rss,7
40 Techy Gifts Under $100 That We Tested and Love,tech,https://www.wired.com/gallery/best-gifts-under-100/,2
NordPass Review: An Almost Flawless Password Manager,tech,https://www.wired.com/review/nordpass-2025/,3
Man who cryogenically froze late wife sparks debate by dating new partner,tech,https://www.bbc.com/news/articles/c78z2m43ykjo?at_medium=RSS&at_campaign=rss,0
Best Black Friday Google Pixel Deals (2025),tech,https://www.wired.com/story/best-black-friday-google-pixel-deals-2025/,3
Can the plastic recycling industry be saved?,business,https://www.bbc.com/news/articles/c5yv8e0prg9o?at_medium=RSS&at_campaign=rss,6
Why ‘Surveillance Pricing’ Strikes a Nerve,business,https://www.nytimes.com/2025/11/21/business/why-surveillance-pricing-strikes-a-nerve.html,4
Community health centre to open after £2.2m revamp,health,https://www.bbc.com/news/articles/c5y0g932ke9o?at_medium=RSS&at_campaign=rss,2
Biggest prostate cancer screening trial in decades begins in UK,health,https://www.bbc.com/news/articles/c2kpk80epp9o?at_medium=RSS&at_campaign=rss,2
These 5 Posture Corrector Picks Will Straighten You Out (2025),tech,https://www.wired.com/gallery/posture-correctors/,5
UK expected to approve plans for Chinese mega embassy,politics,https://www.bbc.com/news/articles/cgexdjp0qj8o?at_medium=RSS&at_campaign=rss,5
Why Cristiano Ronaldo's move to Saudi Arabia means so much for the Gulf monarchy's sporting ambitions,sports,https://www.cnn.com/2023/01/06/football/ronaldo-saudi-soccer-sport-mime-intl/index.html,4
What to Know About the Nearly 10% Climb in a Key Medicare Expense for 2026,business,https://www.nytimes.com/2025/11/22/business/medicare-part-b-premium-2026.html,2
New puberty blockers trial to begin after UK ban,health,https://www.bbc.com/news/articles/c2k4jg0wkj4o?at_medium=RSS&at_campaign=rss,4
"Doctor strike inflicting pain and misery on patients, says health secretary",health,https://www.bbc.com/news/articles/cm2lg8pgjymo?at_medium=RSS&at_campaign=rss,7
UK inflation rate hits lowest level in four months,business,https://www.bbc.com/news/articles/czxkvkwjl5eo?at_medium=RSS&at_campaign=rss,4
Barnes & Noble stock soars 20% as it explores a sale,business,http://money.cnn.com/2018/10/03/news/companies/barnes-and-noble-sale/index.html?section=money_topstories,6
Why we have nightmares and how to stop them,health,https://www.cnn.com/2020/09/04/health/how-to-stop-nightmares-in-adults-wellness/index.html,4
'Head in hands': Ministers fume at No 10's self-inflicted chaos,politics,https://www.bbc.com/news/articles/c874v0x91evo?at_medium=RSS&at_campaign=rss,4
The A.I. Boom Has Found Another Gear. Why Can’t People Shake Their Worries?,tech,https://www.nytimes.com/2025/11/20/technology/ai-stock-boom-nvidia.html,4
Driving an E.V. Across North Dakota? Thank the Standing Rock Tribe.,tech,https://www.nytimes.com/2025/11/18/climate/electic-vehicle-chargers-north-dakota.html,0
Covid inquiry told of trust do-not-resuscitate rule,health,https://www.bbc.com/news/articles/cd98vpxgp7ko?at_medium=RSS&at_campaign=rss,1
Key takeaways: What are the proposed asylum system reforms?,politics,https://www.bbc.com/news/articles/c3eplk4047do?at_medium=RSS&at_campaign=rss,5
The 'big-money plan' that impacts all our lives,politics,https://www.bbc.com/news/videos/c5yj5x7k8rdo?at_medium=RSS&at_campaign=rss,1
What is Mpox and why are cases rising in Europe?,health,https://www.bbc.com/news/articles/cp856rvv41eo?at_medium=RSS&at_campaign=rss,4
Jon Rahm produces stunning comeback to win Tournament of Champions in Hawaii,sports,https://www.cnn.com/2023/01/09/golf/jon-rahm-comeback-pga-tours-tournament-of-champions-hawaii-spt-intl/index.html,3
UK government will not change law for more legal drug rooms,politics,https://www.bbc.com/news/articles/cly9yx4xg1zo?at_medium=RSS&at_campaign=rss,6
Ex-Harvard president Larry Summers stops teaching as university investigates Epstein emails,business,https://www.bbc.com/news/articles/ce868dmz2mdo?at_medium=RSS&at_campaign=rss,4
"Sharon Camp, Mother of the ‘Plan B’ Contraceptive Pill, Dies at 81",health,https://www.nytimes.com/2025/11/14/health/policy/sharon-camp-dead.html,3
Mother had 'agonising' health test without consent,health,https://www.bbc.com/news/articles/c4g3450m5lmo?at_medium=RSS&at_campaign=rss,1
On the front line of Europe's standoff with Russia's sanction-busting shadow fleet,tech,https://www.bbc.com/news/articles/cz91dk0l50no?at_medium=RSS&at_campaign=rss,4
Kids in China Are Using Bots and Engagement Hacks to Look More Popular on Their Smartwatches,tech,https://www.wired.com/story/kids-in-china-are-scheming-and-buying-bots-to-win-clout-on-their-watches/,1
How much trouble is Labour in - and is the PM the right man for the job?,politics,https://www.bbc.com/news/articles/c1kwlzv9zl1o?at_medium=RSS&at_campaign=rss,3
My late husband's organs transformed the lives of four people,health,https://www.bbc.com/news/articles/c62ldw09y6go?at_medium=RSS&at_campaign=rss,5
"Desperate for heart surgery for their baby, a family feels the effects of pediatric hospital shortages",health,https://www.cnn.com/2022/11/13/health/hospital-bed-shortage-heart-surgery-baby/index.html,2
The Ninja Slushi Early Black Friday Deal Is the Lowest We've Seen,tech,https://www.wired.com/story/ninja-slushi-black-friday-deal-2025/,1
C.D.C. Website No Longer Rejects Possible Link Between Autism and Vaccines,health,https://www.nytimes.com/2025/11/20/health/vaccine-autism-cdc-website.html,2
Tencent Music aims to raise $1 billion by going public,business,http://money.cnn.com/2018/10/02/technology/business/tencent-music-ipo/index.html?section=money_topstories,7
"The 44 Best Shows on Netflix, WIRED's Picks (December 2025)",tech,https://www.wired.com/story/netflix-best-shows-this-week/,2
Fujifilm Instax Mini LiPlay+ Review: A Camera and Printer in One,tech,https://www.wired.com/review/fujifilm-instax-mini-liplay-plus/,5
What to Know: Trump Labels Nigeria’s Christian Violence a ‘Genocide’,politics,https://www.nytimes.com/2025/11/21/world/africa/nigeria-trump-genocide-claims.html,3
Hospitals knew a heart device led to more patients' deaths - but they kept using it,health,https://www.bbc.com/news/articles/cqjwg197855o?at_medium=RSS&at_campaign=rss,4
"Mark Mellman, 70, Dies; Helped Democrats Understand Their Voters",politics,https://www.nytimes.com/2025/11/21/us/politics/mark-mellman-dead.html,5
"The 27 Best Movies on Apple TV, WIRED’s Picks (November 2025)",tech,https://www.wired.com/story/best-apple-tv-plus-movies/,5
Lionel Messi scores for Paris Saint-Germain in first game back since World Cup triumph,sports,https://www.cnn.com/2023/01/12/football/lionel-messi-psg-world-cup-return-spt-intl/index.html,2
"Ultra-processed food is global health threat, experts warn",health,https://www.bbc.com/news/articles/cy4pjjzd784o?at_medium=RSS&at_campaign=rss,0
RSV hospitalization rate for seniors is 10 times higher than usual for this point in the season,health,https://www.cnn.com/2022/11/15/health/rsv-adults-wellness/index.html,4
LED mask ads banned over acne and rosacea claims,health,https://www.bbc.com/news/articles/cm2l8jldvjno?at_medium=RSS&at_campaign=rss,3
The Surprise Ending to the Trump-Mamdani Buddy Movie Has Heads Spinning,politics,https://www.nytimes.com/2025/11/21/nyregion/mamdani-trump-reaction-meeting.html,5
"Burt Meyer, 99, Dies; Made Lite-Brite and Rock ’Em Sock ’Em Robots",business,https://www.nytimes.com/2025/11/21/arts/design/burton-meyer-dead.html,0
"Advice for PCOS has not changed for  30 years, says patient",health,https://www.bbc.com/news/articles/cj3yk2l77nyo?at_medium=RSS&at_campaign=rss,3
"Google Unveils Gemini 3, With Improved Coding and Search Abilities",tech,https://www.nytimes.com/2025/11/18/technology/google-gemini-3.html,4
Abortion Is Once Again Illegal in North Dakota,politics,https://www.nytimes.com/2025/11/22/us/politics/abortion-illegal-north-dakota.html,2
Stocks Tumble as Early Rally Gives Way to Tech Anxiety,business,https://www.nytimes.com/2025/11/19/business/stocks-nvidia-earnings.html,0
The US bet big with Argentina bailout - is it paying off?,business,https://www.bbc.com/news/articles/c4g3mdvle78o?at_medium=RSS&at_campaign=rss,3
The Fate of Google’s Ad Tech Monopoly Is Now in a Judge’s Hands,tech,https://www.nytimes.com/2025/11/21/technology/google-ad-tech-closing.html,3
"Peers trying to block assisted dying, claims MP behind bill",politics,https://www.bbc.com/news/articles/c5yqdpxzzxlo?at_medium=RSS&at_campaign=rss,7
The Best Chef’s Knives of 2025. We Tested Nearly Two Dozen to Find Our Favorites,tech,https://www.wired.com/gallery/best-chefs-knife/,3
Larry Summers Resigns From OpenAI’s Board,tech,https://www.nytimes.com/2025/11/19/technology/larry-summers-resigns-from-openais-board.html,4
Prostate cancer symptoms and treatment: What to check for,health,https://www.bbc.com/news/articles/cx2plvp341jo?at_medium=RSS&at_campaign=rss,5
Sweaty Betty offers £4k for slogan use and silence,business,https://www.bbc.com/news/articles/cq50n57e64do?at_medium=RSS&at_campaign=rss,2
This Hacker Conference Installed a Literal Anti-Virus Monitoring System,tech,https://www.wired.com/story/this-hacker-conference-installed-a-literal-anti-virus-monitoring-system/,4
Nathan Gill gives 'no comment' interview after arrest,politics,https://www.bbc.com/news/videos/ckgkw790ee8o?at_medium=RSS&at_campaign=rss,2
Hochul Urged to Ban Horseshoe Crab Fishing,health,https://www.nytimes.com/2025/11/15/science/horseshoe-crabs-protections-hochul-ny.html,4
